Amount.Requested,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score,Interest.Rate
97449,35000,35000,60,debt_consolidation,18.95%,FL,OWN,9583.33,660-664,9,14184,1,n/a,660,0.2247
78139,35000,35000,60,credit_card,14.68%,NY,RENT,9166.67,695-699,12,37424,0,3 years,695,0.2198
74944,20950,20875,60,debt_consolidation,27.56%,NY,MORTGAGE,4500,675-679,15,24210,1,6 years,675,0.2149
19701,1500,1500,36,other,16.98%,AZ,MORTGAGE,7725,695-699,14,30626,0,6 years,695,0.0963
52814,12000,12000,36,debt_consolidation,15.16%,KY,RENT,4458.33,660-664,8,13935,1,4 years,660,0.1999
66454,10000,9975,36,debt_consolidation,13%,CA,MORTGAGE,3625,690-694,10,8464,2,< 1 year,690,0.1433
60768,9750,9750,36,debt_consolidation,11.59%,TX,OWN,2666.67,660-664,7,8172,0,3 years,660,0.1849
29410,5600,5575,36,debt_consolidation,24.74%,WA,RENT,2583,740-744,6,2454,1,2 years,740,0.0749
44334,11200,11200,60,debt_consolidation,11.73%,CA,MORTGAGE,3333.33,720-724,8,8747,0,10+ years,720,0.1311
20640,4000,3975,36,small_business,7.60%,PA,RENT,1750,670-674,7,7178,3,< 1 year,670,0.1343
45821,7000,7000,36,small_business,15.79%,PA,MORTGAGE,4700,700-704,12,7012,0,1 year,700,0.089
91412,18000,18000,36,debt_consolidation,10.75%,CA,MORTGAGE,7916.67,735-739,13,14007,2,7 years,735,0.0603
17850,5000,5000,36,debt_consolidation,13.40%,CA,RENT,2000,695-699,9,1753,0,2 years,695,0.1261
15285,10000,9975,36,small_business,5.60%,VA,RENT,4000,705-709,7,8528,0,< 1 year,705,0.0925
26894,9800,9800,60,debt_consolidation,14.89%,RI,MORTGAGE,5340.25,665-669,8,5350,1,2 years,665,0.1969
98259,20000,19975,36,credit_card,19.82%,UT,MORTGAGE,6750,685-689,14,21637,0,5 years,685,0.1212
102079,5100,4950,36,debt_consolidation,25.67%,NJ,RENT,3000,640-644,14,5004,6,< 1 year,640,0.1829
60684,8875,8875,36,debt_consolidation,31.70%,TX,RENT,2160,700-704,19,17422,0,10+ years,700,0.1114
27607,4400,4400,36,major_purchase,17.93%,PA,OWN,4000,765-769,6,9945,1,5 years,765,0.0599
38688,35000,23350,60,small_business,8.07%,CA,MORTGAGE,7500,745-749,6,5660,0,3 years,745,0.1171
72991,3000,3000,36,credit_card,16.07%,NJ,OWN,2916.67,660-664,9,6403,0,< 1 year,660,0.1849
36061,4800,4800,36,moving,5.31%,NY,RENT,3500,690-694,8,5093,0,5 years,690,0.1242
40081,5375,5375,36,debt_consolidation,28.75%,KY,MORTGAGE,2166.67,720-724,5,15475,1,8 years,720,0.1171
30824,14000,14000,60,debt_consolidation,19.52%,TX,MORTGAGE,6333.33,705-709,12,32213,0,< 1 year,705,0.1199
14118,19800,19775,36,credit_card,20.09%,MO,MORTGAGE,6666.67,730-734,8,31220,0,< 1 year,730,0.1323
57483,13025,13025,36,credit_card,7.75%,UT,MORTGAGE,4333.33,675-679,6,13029,0,10+ years,675,0.1311
74764,18000,18000,36,debt_consolidation,20.56%,CA,RENT,9333.33,675-679,12,37526,1,6 years,675,0.1849
1670,2500,2275.77,36,major_purchase,17.59%,OR,MORTGAGE,3666.67,785-789,6,406,0,10+ years,785,0.0768
15094,5000,4985.44,36,debt_consolidation,11.40%,CT,OWN,4166.67,755-759,6,16666,1,5 years,755,0.0714
63651,4500,4500,36,credit_card,9.73%,CT,RENT,2916.67,685-689,13,4265,0,4 years,685,0.1114
72750,15000,15000,36,debt_consolidation,8.56%,MO,RENT,7500,740-744,8,8343,1,< 1 year,740,0.089
85468,35000,35000,60,debt_consolidation,11.84%,TX,MORTGAGE,18750,715-719,14,41707,2,1 year,715,0.2049
31815,4500,4500,36,credit_card,2.54%,TX,RENT,2166.67,795-799,2,527,1,3 years,795,0.0849
75818,4500,4500,36,debt_consolidation,16.59%,PA,RENT,4666.67,675-679,24,893,1,3 years,675,0.1727
14231,1450,1450,36,other,22.20%,MA,RENT,833.33,740-744,9,709,0,n/a,740,0.0751
4537,6000,6000,36,small_business,11.55%,TX,RENT,7083.33,760-764,7,5341,0,2 years,760,0.1496
16023,4500,4500,36,medical,15.82%,NC,MORTGAGE,3250,725-729,16,6049,0,10+ years,725,0.0654
36134,14000,14000,36,debt_consolidation,20.18%,TX,RENT,4583.33,750-754,15,15890,1,10+ years,750,0.0662
87110,15000,15000,36,debt_consolidation,8.72%,MA,MORTGAGE,12000,800-804,17,13151,0,2 years,800,0.0603
28467,22000,14550,60,debt_consolidation,15.83%,TX,MORTGAGE,5243.75,760-764,18,14115,0,2 years,760,0.1099
928,10000,1300,36,credit_card,11.03%,GA,MORTGAGE,6666.67,695-699,8,43712,0,4 years,695,0.1103
84897,35000,35000,36,debt_consolidation,20.82%,TX,MORTGAGE,12333.33,700-704,23,36870,0,10+ years,700,0.2049
63224,10000,10000,36,debt_consolidation,18.75%,TX,RENT,5250,685-689,25,3802,1,3 years,685,0.2049
103951,6000,6000,60,medical,24.29%,CA,RENT,2400,695-699,11,6069,4,9 years,695,0.1398
72766,10000,10000,36,debt_consolidation,13.10%,AK,MORTGAGE,4458.33,675-679,7,6413,1,< 1 year,675,0.158
4843,10000,9950,36,debt_consolidation,13.73%,CO,RENT,3125,785-789,5,417,2,1 year,785,0.0894
101907,12000,3639.28,36,debt_consolidation,12.77%,CA,RENT,3000,660-664,15,8480,4,6 years,660,0.133
40756,9600,9600,36,credit_card,2.21%,CA,RENT,5833.33,675-679,7,5879,1,7 years,675,0.1465
27030,17800,17775,60,debt_consolidation,5.86%,NC,RENT,7000,660-664,9,6708,0,6 years,660,0.2211
69983,2000,2000,36,major_purchase,24.69%,TX,MORTGAGE,4333.33,765-769,10,2792,4,10+ years,765,0.0762
100440,18825,18825,60,debt_consolidation,19.22%,CT,RENT,4583.33,680-684,8,17292,2,10+ years,680,0.21
21657,3000,2509.17,36,house,12.06%,NV,RENT,2571.42,705-709,2,0,3,6 years,705,0.1306
78336,2000,2000,36,debt_consolidation,19.13%,KY,RENT,2916.67,670-674,7,4376,0,10+ years,670,0.1311
83749,9000,9000,36,debt_consolidation,13.72%,CA,RENT,4583.33,670-674,14,21175,1,5 years,670,0.1777
96051,5750,5750,36,credit_card,24.24%,NY,RENT,1675,705-709,18,8035,0,4 years,705,0.1311
55598,21725,21725,60,debt_consolidation,22.48%,LA,OWN,3629.58,675-679,7,19685,0,10+ years,675,0.1922
92347,20000,20000,36,debt_consolidation,33.28%,NY,RENT,8666.67,725-729,9,33067,0,3 years,725,0.079
34650,15350,15325,60,debt_consolidation,28.63%,WA,MORTGAGE,3200,730-734,6,9946,1,10+ years,730,0.1349
63101,8400,8400,36,debt_consolidation,11.61%,CA,RENT,3333.33,670-674,11,2060,0,< 1 year,670,0.1433
29797,4500,4500,36,credit_card,27.63%,OR,RENT,2700,720-724,13,9341,0,4 years,720,0.0749
58924,9950,9950,36,wedding,7.84%,CA,RENT,2833.33,675-679,7,4904,2,n/a,675,0.1531
42772,15000,15000,36,debt_consolidation,20.75%,IL,MORTGAGE,2583.33,725-729,10,9608,0,3 years,725,0.079
8626,10000,9850,36,other,19.23%,VA,MORTGAGE,9150,705-709,16,43256,2,10+ years,705,0.1099
20234,12000,10400,60,car,12.11%,CA,RENT,5600,660-664,7,2409,1,3 years,660,0.1825
1677,8000,3862.32,36,other,13.29%,GA,MORTGAGE,12500,695-699,10,93265,1,10+ years,695,0.1221
35161,3000,3000,36,debt_consolidation,11.03%,NY,MORTGAGE,7500,765-769,13,10585,0,n/a,765,0.0603
64339,15000,15000,36,debt_consolidation,27.25%,TX,MORTGAGE,7500,680-684,13,27872,0,10+ years,680,0.1433
100635,12700,12700,36,debt_consolidation,23.94%,AL,MORTGAGE,3333.33,685-689,14,9655,3,n/a,685,0.1777
23566,16000,15745.73,60,debt_consolidation,9.90%,MO,RENT,2958.33,765-769,6,8943,2,< 1 year,765,0.1111
60832,7200,7200,36,debt_consolidation,21.74%,TX,RENT,4300,710-714,7,33189,0,10+ years,710,0.079
29595,30000,30000,60,debt_consolidation,10.46%,VA,MORTGAGE,12500,695-699,10,43491,3,5 years,695,0.2025
48620,20125,20125,36,debt_consolidation,17.88%,FL,MORTGAGE,10353.33,695-699,11,23698,1,7 years,695,0.1465
40753,12000,12000,36,credit_card,16.46%,PA,OWN,2516.67,670-674,9,2174,2,5 years,670,0.1527
9820,5000,4950,60,home_improvement,11.23%,CA,MORTGAGE,5200,745-749,6,1941,1,5 years,745,0.1062
7606,8000,7989.96,36,other,5.27%,CA,MORTGAGE,13389.15,705-709,6,7351,1,3 years,705,0.1136
32191,3600,3600,36,credit_card,9.35%,TX,RENT,2000,735-739,17,1710,0,1 year,735,0.0662
3414,8800,8350,36,wedding,4.89%,GA,MORTGAGE,5479,755-759,5,6055,0,6 years,755,0.0963
51742,18000,17925,60,debt_consolidation,21.36%,CA,RENT,6867.92,690-694,13,19446,0,10+ years,690,0.1922
98167,20000,20000,60,debt_consolidation,18.75%,VA,MORTGAGE,6266.67,660-664,25,10784,3,10+ years,660,0.2376
31654,4350,4350,36,house,3.12%,CA,OWN,2600,780-784,5,866,0,< 1 year,780,0.0599
26652,12000,11975,60,home_improvement,4.04%,NY,MORTGAGE,3416.67,735-739,10,6935,0,< 1 year,735,0.1099
54076,5400,5400,36,debt_consolidation,15.42%,CA,RENT,1666.67,680-684,6,2533,0,4 years,680,0.1367
19695,12000,11950,60,debt_consolidation,22.72%,NY,RENT,5000,700-704,19,9002,0,n/a,700,0.1268
62644,12000,12000,36,debt_consolidation,24.48%,MI,OWN,3333.33,665-669,12,16984,0,10+ years,665,0.1777
53454,6700,6700,36,credit_card,22.19%,KS,RENT,2708.33,705-709,10,6627,0,2 years,705,0.079
40692,3750,3750,36,debt_consolidation,16.98%,CA,RENT,1650,675-679,6,8101,0,4 years,675,0.1171
55177,8000,8000,36,other,23.50%,NJ,RENT,2791.67,685-689,5,27151,0,< 1 year,685,0.1367
24187,4500,4500,36,other,9.26%,CA,RENT,3500,695-699,5,7247,0,2 years,695,0.1149
20979,6000,5975,60,small_business,6.60%,FL,MORTGAGE,2500,660-664,5,5087,0,8 years,660,0.1714
81254,19400,19400,60,credit_card,9.30%,NC,MORTGAGE,6000,660-664,5,28921,0,10+ years,660,0.2328
13413,25000,15600,60,small_business,19.94%,CA,RENT,5416.67,690-694,13,24810,0,10+ years,690,0.1793
34871,8800,8800,36,debt_consolidation,9.57%,IL,RENT,3833.33,695-699,4,8130,1,4 years,695,0.1427
44681,4800,4800,36,medical,7.39%,OH,RENT,5833.33,680-684,9,170,2,1 year,680,0.1399
73773,5175,5175,36,credit_card,22.93%,NY,RENT,1500,660-664,9,8577,1,5 years,660,0.1777
12248,10000,9999.36,60,home_improvement,4.05%,MD,MORTGAGE,8750,795-799,7,0,1,2 years,795,0.1075
83704,12000,12000,36,other,7.85%,VA,RENT,6666.67,720-724,11,4428,2,9 years,720,0.1114
43610,5000,5000,36,other,11.40%,FL,RENT,1666.67,750-754,4,7968,0,10+ years,750,0.0751
43017,33600,33600,60,debt_consolidation,15.08%,NY,RENT,5416.67,730-734,5,20514,1,8 years,730,0.1727
80198,10000,10000,36,debt_consolidation,29.13%,TX,MORTGAGE,8750,700-704,13,11125,2,< 1 year,700,0.1311
91989,12000,11975,36,other,14.29%,AZ,MORTGAGE,8541.67,695-699,5,5890,3,10+ years,695,0.1629
87119,4000,4000,36,renewable_energy,22.74%,MD,RENT,1666.67,665-669,7,278,0,3 years,665,0.1433
66132,20000,20000,36,credit_card,13.13%,CT,RENT,5000,690-694,10,17981,1,3 years,690,0.158
73203,12000,12000,36,debt_consolidation,19.49%,CA,RENT,6166.67,675-679,13,6499,0,6 years,675,0.1409
76842,17500,17500,60,home_improvement,1.78%,NY,RENT,4166.67,685-689,7,3377,3,10+ years,685,0.21
41741,10000,10000,36,credit_card,21.18%,FL,OWN,3333.33,690-694,8,7579,0,1 year,690,0.1171
8127,3000,3000,36,moving,10.05%,MA,RENT,9166.67,665-669,15,22698,2,6 years,665,0.1422
4750,5600,5592.37,36,credit_card,8.34%,NJ,MORTGAGE,3250,735-739,9,2639,1,5 years,735,0.0859
93711,10000,10000,36,debt_consolidation,13.32%,AZ,RENT,5000,670-674,16,11286,1,< 1 year,670,0.158
28368,5000,5000,36,debt_consolidation,22.53%,WA,MORTGAGE,3000,720-724,9,3388,2,10+ years,720,0.0849
66425,16000,16000,60,small_business,25.76%,NY,MORTGAGE,5000,670-674,14,10881,0,5 years,670,0.2149
13652,4800,4800,36,other,22.63%,MA,RENT,1750,710-714,6,11234,0,5 years,710,0.1075
66166,24925,24925,60,debt_consolidation,8.51%,AK,MORTGAGE,5250,710-714,7,15288,0,10+ years,710,0.1875
73128,4825,4825,36,debt_consolidation,4.76%,CT,MORTGAGE,5416.67,680-684,8,6883,0,8 years,680,0.1212
42032,18750,18750,60,debt_consolidation,12.54%,CO,MORTGAGE,4833.33,675-679,13,11232,2,10+ years,675,0.1825
101034,5000,5000,36,home_improvement,20.54%,CT,MORTGAGE,4166.67,675-679,18,12929,3,10+ years,675,0.1531
102595,7500,224.99,36,other,1.03%,CT,MORTGAGE,8750,675-679,3,3607,4,6 years,675,0.1317
12429,10000,10000,60,debt_consolidation,12.54%,MA,RENT,4417,680-684,9,6630,2,3 years,680,0.1682
36084,5300,5300,36,debt_consolidation,9.67%,TX,RENT,1945,760-764,3,5360,0,8 years,760,0.079
3219,5000,5000,36,educational,11.81%,AZ,MORTGAGE,9166.67,730-734,16,23658,2,10+ years,730,0.0963
15120,25000,15051.09,60,debt_consolidation,20.11%,TX,MORTGAGE,6666.67,735-739,11,33084,0,10+ years,735,0.1323
3246,9250,9200,36,debt_consolidation,16.28%,OH,MORTGAGE,5416.67,745-749,14,10111,6,6 years,745,0.1189
14851,19000,18725,60,home_improvement,6.19%,MD,MORTGAGE,7500,775-779,12,1142,1,8 years,775,0.1075
45929,2000,2000,36,debt_consolidation,8.01%,NY,RENT,5833.33,750-754,7,2031,0,< 1 year,750,0.0603
62740,7200,7200,60,other,15.14%,NJ,RENT,5166.67,670-674,10,14585,3,3 years,670,0.2049
70648,8000,8000,36,debt_consolidation,19.60%,CO,MORTGAGE,5292,695-699,13,8903,1,n/a,695,0.1409
33500,13000,12875,36,debt_consolidation,16.20%,NJ,RENT,6932.92,685-689,21,27852,0,9 years,685,0.1171
55755,8000,8000,36,wedding,2.92%,CT,MORTGAGE,4250,670-674,5,4454,2,10+ years,670,0.1629
3158,14000,13675,36,debt_consolidation,13.06%,CA,MORTGAGE,9083.33,760-764,21,46017,3,10+ years,760,0.0963
40127,1400,1400,36,other,5.93%,NJ,OWN,4583.33,700-704,3,1029,0,1 year,700,0.1269
77444,9500,9500,36,debt_consolidation,27.72%,CO,OWN,5000,735-739,4,18393,1,6 years,735,0.089
74186,12700,12700,36,debt_consolidation,10.53%,NJ,OWN,3333.33,705-709,6,8948,0,< 1 year,705,0.1114
45644,10000,10000,36,debt_consolidation,18.31%,NJ,RENT,2916.67,725-729,6,5670,1,10+ years,725,0.0976
2868,6000,5691.36,36,major_purchase,11.55%,PA,RENT,2917,735-739,4,1003,2,1 year,735,0.1189
28280,5200,5200,36,debt_consolidation,23.18%,CA,MORTGAGE,5000,680-684,17,28118,2,5 years,680,0.1399
50921,9000,8975,36,debt_consolidation,10.69%,MO,RENT,3750,675-679,7,6599,1,10+ years,675,0.1581
2425,12000,11854.04,36,debt_consolidation,4.62%,NY,RENT,4500,695-699,3,7956,0,10+ years,695,0.1474
1337,6600,3800,36,other,1.84%,FL,OWN,2667,740-744,16,4889,1,< 1 year,740,0.0907
56391,10000,10000,36,debt_consolidation,8.62%,NJ,MORTGAGE,6458.33,670-674,13,7200,0,9 years,670,0.1399
27919,1800,1800,36,debt_consolidation,16.64%,WY,MORTGAGE,4250,695-699,11,26267,0,10+ years,695,0.1149
78789,19000,19000,60,home_improvement,17.40%,MN,OWN,4000,695-699,7,5246,2,10+ years,695,0.1875
85290,24000,24000,60,debt_consolidation,8.69%,NJ,MORTGAGE,5833.33,685-689,9,23006,0,10+ years,685,0.2049
63588,11500,11475,36,debt_consolidation,23.40%,FL,OWN,2833.33,700-704,8,17324,0,n/a,700,0.1114
47887,12100,12100,36,debt_consolidation,12.85%,FL,RENT,5000,690-694,8,12026,0,4 years,690,0.1367
28055,12000,12000,60,debt_consolidation,23.44%,TX,RENT,3916.67,675-679,8,8860,0,< 1 year,675,0.1799
44231,12000,12000,36,debt_consolidation,10.69%,MA,MORTGAGE,4416.67,675-679,18,13194,2,3 years,675,0.1531
88584,10000,10000,36,other,27.53%,MN,MORTGAGE,2916.67,665-669,14,11506,0,10+ years,665,0.1972
61697,8875,8875,36,debt_consolidation,30.15%,NC,RENT,2291.67,680-684,11,11798,1,2 years,680,0.1531
64440,10625,10625,36,debt_consolidation,22.10%,FL,OWN,2633.33,660-664,9,12156,0,< 1 year,660,0.1777
3320,12000,3725,36,credit_card,7.23%,GA,MORTGAGE,3750,670-674,6,13018,3,1 year,670,0.1411
95536,10000,10000,36,debt_consolidation,28.91%,FL,MORTGAGE,3500,660-664,11,9059,1,7 years,660,0.1727
98428,12000,12000,36,credit_card,28.84%,IL,RENT,3980.33,660-664,12,19234,2,5 years,660,0.2049
26457,14000,12225,60,debt_consolidation,14.01%,AR,MORTGAGE,4583.33,720-724,9,3539,0,3 years,720,0.1199
43465,16000,15975,60,debt_consolidation,12.26%,MO,MORTGAGE,2666.67,705-709,12,18008,1,< 1 year,705,0.1758
53930,10000,10000,36,debt_consolidation,20.89%,TX,RENT,5541.67,670-674,14,10443,1,9 years,670,0.1581
92051,3625,3625,36,small_business,21.75%,NY,MORTGAGE,6666.67,720-724,12,3226,5,2 years,720,0.1629
78391,8400,8400,36,debt_consolidation,22.32%,MA,RENT,3333.33,690-694,7,5500,0,4 years,690,0.1212
1766,1600,1334.54,36,major_purchase,14.15%,FL,RENT,2000,665-669,5,9603,1,< 1 year,665,0.1505
82223,3600,3600,36,debt_consolidation,24.90%,NY,OWN,3666.67,665-669,16,11927,3,10+ years,665,0.1629
19226,14000,14000,36,credit_card,9.37%,DC,RENT,7916.67,680-684,3,13522,0,< 1 year,680,0.1751
63697,15675,15675,36,small_business,8.86%,FL,MORTGAGE,4166.67,795-799,9,13020,1,7 years,795,0.0603
2947,6000,5546.81,36,other,19.38%,NY,RENT,7250,725-729,6,42987,1,10+ years,725,0.1189
91702,10000,10000,36,home_improvement,11.17%,GA,MORTGAGE,6666.67,695-699,15,14593,1,6 years,695,0.089
50924,29000,29000,36,debt_consolidation,19.25%,NY,MORTGAGE,9166.67,765-769,18,75212,1,< 1 year,765,0.079
35615,4800,4800,36,debt_consolidation,17.98%,UT,MORTGAGE,4500,670-674,9,30895,0,10+ years,670,0.1242
6084,5000,4900,36,educational,13.27%,NY,OWN,4166.67,740-744,5,4676,0,3 years,740,0.0894
3862,7000,6894.01,36,debt_consolidation,6.64%,NJ,MORTGAGE,5000,695-699,7,11391,1,5 years,695,0.1253
49409,20000,19975,60,debt_consolidation,24.05%,MD,MORTGAGE,7416.67,705-709,11,14944,1,3 years,705,0.1629
89809,9000,9000,36,debt_consolidation,10.05%,NY,RENT,11666.67,690-694,8,9490,1,< 1 year,690,0.1212
33275,4400,4400,36,small_business,19%,CA,RENT,2000,715-719,9,2411,3,5 years,715,0.1242
36803,3000,3000,36,major_purchase,16.80%,GA,RENT,3083.33,695-699,4,413,0,2 years,695,0.1171
61587,6250,6250,36,credit_card,20.40%,FL,MORTGAGE,1750,675-679,10,7845,0,4 years,675,0.1433
32249,14000,14000,36,debt_consolidation,9%,IL,MORTGAGE,8733.33,770-774,11,15108,0,6 years,770,0.0603
39908,30000,30000,36,debt_consolidation,8.51%,TX,MORTGAGE,9166.67,715-719,10,28967,0,10+ years,715,0.1427
33029,19600,19600,60,debt_consolidation,22.99%,AZ,RENT,4166.67,745-749,9,14783,2,< 1 year,745,0.1242
7603,1600,1600,36,debt_consolidation,18.99%,WA,MORTGAGE,3459,670-674,9,6281,3,10+ years,670,0.1311
57519,8000,8000,36,major_purchase,18.17%,CA,OWN,7500,670-674,13,5987,0,< 1 year,670,0.1399
102277,2500,2125,36,debt_consolidation,22.32%,MI,MORTGAGE,3750,670-674,21,4744,9,7 years,670,0.1292
64419,16075,16075,36,debt_consolidation,17.58%,KS,MORTGAGE,4125,695-699,7,15781,1,2 years,695,0.1629
5651,4900,4888.24,36,debt_consolidation,23.75%,CT,RENT,2240,720-724,5,17998,1,1 year,720,0.1426
27901,14400,14400,36,debt_consolidation,13.48%,KY,MORTGAGE,10408,710-714,9,34354,1,5 years,710,0.1199
80404,7750,7750,36,credit_card,9%,CA,MORTGAGE,2000,660-664,3,5399,0,5 years,660,0.2049
23537,4200,4200,36,debt_consolidation,8.10%,MD,MORTGAGE,6089.44,750-754,7,18861,2,8 years,750,0.0579
22289,35000,34950,60,home_improvement,23.99%,WV,MORTGAGE,7083.33,785-789,19,30725,1,10+ years,785,0.1268
48048,12800,12800,36,debt_consolidation,21.53%,CA,RENT,4750,695-699,16,14291,0,< 1 year,695,0.1212
83570,8000,8000,36,debt_consolidation,26.56%,AZ,MORTGAGE,4416.67,720-724,15,6701,0,1 year,720,0.089
39692,25000,23477.53,60,debt_consolidation,14.61%,NV,MORTGAGE,5833.33,695-699,8,13785,0,10+ years,695,0.1864
23911,5000,5000,36,credit_card,16.89%,NJ,MORTGAGE,6706.41,730-734,19,43734,1,8 years,730,0.0849
11625,4000,4000,36,debt_consolidation,4.16%,MA,RENT,2666.67,720-724,4,3239,0,1 year,720,0.1149
72919,2875,2875,36,credit_card,14.11%,AZ,RENT,1084,665-669,3,3824,0,n/a,665,0.1849
23766,1800,1800,36,small_business,4.19%,AL,RENT,4246.67,660-664,2,0,0,9 years,660,0.1602
34802,7200,7200,36,debt_consolidation,14.60%,CA,RENT,5000,725-729,4,17268,0,1 year,725,0.1349
68503,6000,6000,36,credit_card,8.16%,PA,RENT,3333.33,680-684,6,8442,0,10+ years,680,0.1212
44737,15000,14975,36,car,20.73%,NY,RENT,5416.67,745-749,14,9756,0,1 year,745,0.079
62824,10375,10375,36,debt_consolidation,26.42%,MD,RENT,2479.17,680-684,6,13411,0,5 years,680,0.1433
97264,25000,25000,60,debt_consolidation,24.04%,CA,OWN,7750,700-704,10,20215,5,2 years,700,0.158
6143,7900,7782.65,36,credit_card,15.20%,CA,MORTGAGE,7583.33,810-814,14,3950,0,10+ years,810,0.0859
59807,10000,10000,36,debt_consolidation,14.61%,CA,RENT,3750,680-684,18,13051,1,5 years,680,0.1531
1888,6000,4450,36,debt_consolidation,8.40%,NY,RENT,5417,780-784,10,6047,1,10+ years,780,0.0768
99967,7000,7000,36,debt_consolidation,30.30%,TX,RENT,4333.33,675-679,16,6922,1,4 years,675,0.1777
6259,5500,5473.88,36,other,20.38%,SC,MORTGAGE,5116.67,665-669,11,14103,0,1 year,665,0.1461
73978,7000,7000,36,debt_consolidation,5.46%,PA,RENT,3333.33,690-694,4,8889,1,2 years,690,0.1433
65041,12000,11975,36,major_purchase,1.43%,CA,RENT,9666.67,750-754,5,4693,0,1 year,750,0.0662
26914,10000,9975,36,home_improvement,27.92%,CA,MORTGAGE,2500,780-784,5,1230,2,1 year,780,0.0699
22573,9800,9800,60,credit_card,12.89%,CA,MORTGAGE,2708.33,690-694,11,8111,0,3 years,690,0.1491
93394,15000,15000,36,credit_card,29.63%,GA,RENT,4083.33,690-694,20,23565,4,10+ years,690,0.1311
26312,12000,12000,36,credit_card,4.51%,CA,RENT,3500,725-729,16,6015,1,< 1 year,725,0.0791
17242,19000,18975,36,credit_card,13.50%,CA,RENT,2964.67,705-709,9,11219,0,10+ years,705,0.1372
43527,10000,10000,36,small_business,18.84%,AL,MORTGAGE,3333.33,690-694,9,14247,1,7 years,690,0.1349
8698,14725,14725,36,major_purchase,2.14%,VA,OWN,18333.33,660-664,11,82265,2,1 year,660,0.1941
75525,17500,17475,36,debt_consolidation,34.88%,NY,RENT,3750,690-694,6,18485,0,1 year,690,0.1409
6712,10000,10000,36,debt_consolidation,10.81%,CA,RENT,7158.33,700-704,15,23152,0,6 years,700,0.1253
22982,12000,11998.2,36,debt_consolidation,16.98%,CT,RENT,3916.67,705-709,10,7489,0,3 years,705,0.1037
76797,32550,32550,36,debt_consolidation,8.52%,IL,MORTGAGE,9166.67,805-809,9,2670,0,10+ years,805,0.0662
95522,17475,17450,36,debt_consolidation,14.82%,NC,MORTGAGE,4500,680-684,10,12588,0,10+ years,680,0.1212
47097,7200,7200,36,debt_consolidation,12.13%,NJ,RENT,2333.33,725-729,7,6262,1,2 years,725,0.079
92717,7125,7125,36,home_improvement,7.96%,GA,OWN,2500,805-809,5,577,0,1 year,805,0.0762
10176,20500,19861.23,60,debt_consolidation,10.76%,CA,RENT,2500,730-734,2,109,0,2 years,730,0.1496
72251,18000,18000,60,debt_consolidation,17.37%,AL,RENT,10583.33,695-699,13,55691,0,5 years,695,0.1972
47570,15000,15000,36,debt_consolidation,22.45%,NV,MORTGAGE,5078.75,665-669,19,13205,0,10+ years,665,0.1825
20885,14000,14000,60,debt_consolidation,8.69%,MA,RENT,5833.33,785-789,4,961,0,5 years,785,0.1037
3768,4800,4750,36,wedding,9.41%,CA,RENT,6250,695-699,10,21069,0,< 1 year,695,0.1221
85464,8000,8000,36,vacation,4.48%,TX,RENT,6250,670-674,8,14607,0,1 year,670,0.1433
45728,35000,34900,60,debt_consolidation,20.56%,GA,MORTGAGE,5666.67,725-729,8,22290,0,10+ years,725,0.1825
6326,3600,3600,36,major_purchase,1.41%,CA,MORTGAGE,5666.67,735-739,6,2907,0,10+ years,735,0.0774
14469,20000,19950,36,debt_consolidation,8.84%,NY,RENT,7500,715-719,11,8848,0,10+ years,715,0.1149
58576,20000,20000,60,debt_consolidation,24.30%,VT,RENT,3666.67,660-664,9,9194,1,1 year,660,0.2245
42148,10000,9950,36,debt_consolidation,12.63%,CA,RENT,7166.67,680-684,11,10309,1,< 1 year,680,0.1427
38373,10000,10000,36,credit_card,14.98%,WA,RENT,5000,710-714,8,16908,0,10+ years,710,0.0991
11626,4500,4500,36,moving,13.90%,CA,MORTGAGE,3000,765-769,10,387,0,< 1 year,765,0.0751
42374,8000,8000,36,credit_card,23.69%,TX,MORTGAGE,7083.33,725-729,17,15497,1,1 year,725,0.079
