,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
28055,12000,12000.0,0.17989999999999998,60,debt_consolidation,23.44%,TX,RENT,3916.67,675-679,8.0,8860.0,0.0,< 1 year,675
44231,12000,12000.0,0.1531,36,debt_consolidation,10.69%,MA,MORTGAGE,4416.67,675-679,18.0,13194.0,2.0,3 years,675
88584,10000,10000.0,0.1972,36,other,27.53%,MN,MORTGAGE,2916.67,665-669,14.0,11506.0,0.0,10+ years,665
61697,8875,8875.0,0.1531,36,debt_consolidation,30.15%,NC,RENT,2291.67,680-684,11.0,11798.0,1.0,2 years,680
64440,10625,10625.0,0.1777,36,debt_consolidation,22.10%,FL,OWN,2633.33,660-664,9.0,12156.0,0.0,< 1 year,660
3320,12000,3725.0,0.1411,36,credit_card,7.23%,GA,MORTGAGE,3750.0,670-674,6.0,13018.0,3.0,1 year,670
95536,10000,10000.0,0.1727,36,debt_consolidation,28.91%,FL,MORTGAGE,3500.0,660-664,11.0,9059.0,1.0,7 years,660
98428,12000,12000.0,0.20489999999999997,36,credit_card,28.84%,IL,RENT,3980.33,660-664,12.0,19234.0,2.0,5 years,660
26457,14000,12225.0,0.1199,60,debt_consolidation,14.01%,AR,MORTGAGE,4583.33,720-724,9.0,3539.0,0.0,3 years,720
43465,16000,15975.0,0.17579999999999998,60,debt_consolidation,12.26%,MO,MORTGAGE,2666.67,705-709,12.0,18008.0,1.0,< 1 year,705
53930,10000,10000.0,0.15810000000000002,36,debt_consolidation,20.89%,TX,RENT,5541.67,670-674,14.0,10443.0,1.0,9 years,670
92051,3625,3625.0,0.1629,36,small_business,21.75%,NY,MORTGAGE,6666.67,720-724,12.0,3226.0,5.0,2 years,720
78391,8400,8400.0,0.12119999999999999,36,debt_consolidation,22.32%,MA,RENT,3333.33,690-694,7.0,5500.0,0.0,4 years,690
1766,1600,1334.54,0.1505,36,major_purchase,14.15%,FL,RENT,2000.0,665-669,5.0,9603.0,1.0,< 1 year,665
82223,3600,3600.0,0.1629,36,debt_consolidation,24.90%,NY,OWN,3666.67,665-669,16.0,11927.0,3.0,10+ years,665
19226,14000,14000.0,0.1751,36,credit_card,9.37%,DC,RENT,7916.67,680-684,3.0,13522.0,0.0,< 1 year,680
63697,15675,15675.0,0.0603,36,small_business,8.86%,FL,MORTGAGE,4166.67,795-799,9.0,13020.0,1.0,7 years,795
2947,6000,5546.81,0.1189,36,other,19.38%,NY,RENT,7250.0,725-729,6.0,42987.0,1.0,10+ years,725
91702,10000,10000.0,0.08900000000000001,36,home_improvement,11.17%,GA,MORTGAGE,6666.67,695-699,15.0,14593.0,1.0,6 years,695
50924,29000,29000.0,0.079,36,debt_consolidation,19.25%,NY,MORTGAGE,9166.67,765-769,18.0,75212.0,1.0,< 1 year,765
35615,4800,4800.0,0.1242,36,debt_consolidation,17.98%,UT,MORTGAGE,4500.0,670-674,9.0,30895.0,0.0,10+ years,670
6084,5000,4900.0,0.0894,36,educational,13.27%,NY,OWN,4166.67,740-744,5.0,4676.0,0.0,3 years,740
3862,7000,6894.01,0.1253,36,debt_consolidation,6.64%,NJ,MORTGAGE,5000.0,695-699,7.0,11391.0,1.0,5 years,695
49409,20000,19975.0,0.1629,60,debt_consolidation,24.05%,MD,MORTGAGE,7416.67,705-709,11.0,14944.0,1.0,3 years,705
89809,9000,9000.0,0.12119999999999999,36,debt_consolidation,10.05%,NY,RENT,11666.67,690-694,8.0,9490.0,1.0,< 1 year,690
33275,4400,4400.0,0.1242,36,small_business,19%,CA,RENT,2000.0,715-719,9.0,2411.0,3.0,5 years,715
36803,3000,3000.0,0.11710000000000001,36,major_purchase,16.80%,GA,RENT,3083.33,695-699,4.0,413.0,0.0,2 years,695
61587,6250,6250.0,0.1433,36,credit_card,20.40%,FL,MORTGAGE,1750.0,675-679,10.0,7845.0,0.0,4 years,675
32249,14000,14000.0,0.0603,36,debt_consolidation,9%,IL,MORTGAGE,8733.33,770-774,11.0,15108.0,0.0,6 years,770
39908,30000,30000.0,0.1427,36,debt_consolidation,8.51%,TX,MORTGAGE,9166.67,715-719,10.0,28967.0,0.0,10+ years,715
33029,19600,19600.0,0.1242,60,debt_consolidation,22.99%,AZ,RENT,4166.67,745-749,9.0,14783.0,2.0,< 1 year,745
7603,1600,1600.0,0.1311,36,debt_consolidation,18.99%,WA,MORTGAGE,3459.0,670-674,9.0,6281.0,3.0,10+ years,670
57519,8000,8000.0,0.1399,36,major_purchase,18.17%,CA,OWN,7500.0,670-674,13.0,5987.0,0.0,< 1 year,670
102277,2500,2125.0,0.1292,36,debt_consolidation,22.32%,MI,MORTGAGE,3750.0,670-674,21.0,4744.0,9.0,7 years,670
64419,16075,16075.0,0.1629,36,debt_consolidation,17.58%,KS,MORTGAGE,4125.0,695-699,7.0,15781.0,1.0,2 years,695
5651,4900,4888.24,0.1426,36,debt_consolidation,23.75%,CT,RENT,2240.0,720-724,5.0,17998.0,1.0,1 year,720
27901,14400,14400.0,0.1199,36,debt_consolidation,13.48%,KY,MORTGAGE,10408.0,710-714,9.0,34354.0,1.0,5 years,710
80404,7750,7750.0,0.20489999999999997,36,credit_card,9%,CA,MORTGAGE,2000.0,660-664,3.0,5399.0,0.0,5 years,660
23537,4200,4200.0,0.0579,36,debt_consolidation,8.10%,MD,MORTGAGE,6089.44,750-754,7.0,18861.0,2.0,8 years,750
22289,35000,34950.0,0.1268,60,home_improvement,23.99%,WV,MORTGAGE,7083.33,785-789,19.0,30725.0,1.0,10+ years,785
48048,12800,12800.0,0.12119999999999999,36,debt_consolidation,21.53%,CA,RENT,4750.0,695-699,16.0,14291.0,0.0,< 1 year,695
83570,8000,8000.0,0.08900000000000001,36,debt_consolidation,26.56%,AZ,MORTGAGE,4416.67,720-724,15.0,6701.0,0.0,1 year,720
39692,25000,23477.53,0.1864,60,debt_consolidation,14.61%,NV,MORTGAGE,5833.33,695-699,8.0,13785.0,0.0,10+ years,695
23911,5000,5000.0,0.0849,36,credit_card,16.89%,NJ,MORTGAGE,6706.41,730-734,19.0,43734.0,1.0,8 years,730
11625,4000,4000.0,0.1149,36,debt_consolidation,4.16%,MA,RENT,2666.67,720-724,4.0,3239.0,0.0,1 year,720
72919,2875,2875.0,0.18489999999999998,36,credit_card,14.11%,AZ,RENT,1084.0,665-669,3.0,3824.0,0.0,n/a,665
23766,1800,1800.0,0.1602,36,small_business,4.19%,AL,RENT,4246.67,660-664,2.0,0.0,0.0,9 years,660
34802,7200,7200.0,0.1349,36,debt_consolidation,14.60%,CA,RENT,5000.0,725-729,4.0,17268.0,0.0,1 year,725
68503,6000,6000.0,0.12119999999999999,36,credit_card,8.16%,PA,RENT,3333.33,680-684,6.0,8442.0,0.0,10+ years,680
44737,15000,14975.0,0.079,36,car,20.73%,NY,RENT,5416.67,745-749,14.0,9756.0,0.0,1 year,745
62824,10375,10375.0,0.1433,36,debt_consolidation,26.42%,MD,RENT,2479.17,680-684,6.0,13411.0,0.0,5 years,680
97264,25000,25000.0,0.158,60,debt_consolidation,24.04%,CA,OWN,7750.0,700-704,10.0,20215.0,5.0,2 years,700
6143,7900,7782.65,0.0859,36,credit_card,15.20%,CA,MORTGAGE,7583.33,810-814,14.0,3950.0,0.0,10+ years,810
59807,10000,10000.0,0.1531,36,debt_consolidation,14.61%,CA,RENT,3750.0,680-684,18.0,13051.0,1.0,5 years,680
1888,6000,4450.0,0.0768,36,debt_consolidation,8.40%,NY,RENT,5417.0,780-784,10.0,6047.0,1.0,10+ years,780
99967,7000,7000.0,0.1777,36,debt_consolidation,30.30%,TX,RENT,4333.33,675-679,16.0,6922.0,1.0,4 years,675
6259,5500,5473.88,0.1461,36,other,20.38%,SC,MORTGAGE,5116.67,665-669,11.0,14103.0,0.0,1 year,665
73978,7000,7000.0,0.1433,36,debt_consolidation,5.46%,PA,RENT,3333.33,690-694,4.0,8889.0,1.0,2 years,690
65041,12000,11975.0,0.0662,36,major_purchase,1.43%,CA,RENT,9666.67,750-754,5.0,4693.0,0.0,1 year,750
26914,10000,9975.0,0.0699,36,home_improvement,27.92%,CA,MORTGAGE,2500.0,780-784,5.0,1230.0,2.0,1 year,780
22573,9800,9800.0,0.1491,60,credit_card,12.89%,CA,MORTGAGE,2708.33,690-694,11.0,8111.0,0.0,3 years,690
93394,15000,15000.0,0.1311,36,credit_card,29.63%,GA,RENT,4083.33,690-694,20.0,23565.0,4.0,10+ years,690
26312,12000,12000.0,0.0791,36,credit_card,4.51%,CA,RENT,3500.0,725-729,16.0,6015.0,1.0,< 1 year,725
17242,19000,18975.0,0.13720000000000002,36,credit_card,13.50%,CA,RENT,2964.67,705-709,9.0,11219.0,0.0,10+ years,705
43527,10000,10000.0,0.1349,36,small_business,18.84%,AL,MORTGAGE,3333.33,690-694,9.0,14247.0,1.0,7 years,690
8698,14725,14725.0,0.1941,36,major_purchase,2.14%,VA,OWN,18333.33,660-664,11.0,82265.0,2.0,1 year,660
75525,17500,17475.0,0.1409,36,debt_consolidation,34.88%,NY,RENT,3750.0,690-694,6.0,18485.0,0.0,1 year,690
6712,10000,10000.0,0.1253,36,debt_consolidation,10.81%,CA,RENT,7158.33,700-704,15.0,23152.0,0.0,6 years,700
22982,12000,11998.2,0.10369999999999999,36,debt_consolidation,16.98%,CT,RENT,3916.67,705-709,10.0,7489.0,0.0,3 years,705
76797,32550,32550.0,0.0662,36,debt_consolidation,8.52%,IL,MORTGAGE,9166.67,805-809,9.0,2670.0,0.0,10+ years,805
95522,17475,17450.0,0.12119999999999999,36,debt_consolidation,14.82%,NC,MORTGAGE,4500.0,680-684,10.0,12588.0,0.0,10+ years,680
47097,7200,7200.0,0.079,36,debt_consolidation,12.13%,NJ,RENT,2333.33,725-729,7.0,6262.0,1.0,2 years,725
92717,7125,7125.0,0.0762,36,home_improvement,7.96%,GA,OWN,2500.0,805-809,5.0,577.0,0.0,1 year,805
10176,20500,19861.23,0.1496,60,debt_consolidation,10.76%,CA,RENT,2500.0,730-734,2.0,109.0,0.0,2 years,730
72251,18000,18000.0,0.1972,60,debt_consolidation,17.37%,AL,RENT,10583.33,695-699,13.0,55691.0,0.0,5 years,695
47570,15000,15000.0,0.1825,36,debt_consolidation,22.45%,NV,MORTGAGE,5078.75,665-669,19.0,13205.0,0.0,10+ years,665
20885,14000,14000.0,0.10369999999999999,60,debt_consolidation,8.69%,MA,RENT,5833.33,785-789,4.0,961.0,0.0,5 years,785
3768,4800,4750.0,0.12210000000000001,36,wedding,9.41%,CA,RENT,6250.0,695-699,10.0,21069.0,0.0,< 1 year,695
85464,8000,8000.0,0.1433,36,vacation,4.48%,TX,RENT,6250.0,670-674,8.0,14607.0,0.0,1 year,670
45728,35000,34900.0,0.1825,60,debt_consolidation,20.56%,GA,MORTGAGE,5666.67,725-729,8.0,22290.0,0.0,10+ years,725
6326,3600,3600.0,0.0774,36,major_purchase,1.41%,CA,MORTGAGE,5666.67,735-739,6.0,2907.0,0.0,10+ years,735
14469,20000,19950.0,0.1149,36,debt_consolidation,8.84%,NY,RENT,7500.0,715-719,11.0,8848.0,0.0,10+ years,715
58576,20000,20000.0,0.2245,60,debt_consolidation,24.30%,VT,RENT,3666.67,660-664,9.0,9194.0,1.0,1 year,660
42148,10000,9950.0,0.1427,36,debt_consolidation,12.63%,CA,RENT,7166.67,680-684,11.0,10309.0,1.0,< 1 year,680
38373,10000,10000.0,0.09910000000000001,36,credit_card,14.98%,WA,RENT,5000.0,710-714,8.0,16908.0,0.0,10+ years,710
11626,4500,4500.0,0.0751,36,moving,13.90%,CA,MORTGAGE,3000.0,765-769,10.0,387.0,0.0,< 1 year,765
42374,8000,8000.0,0.079,36,credit_card,23.69%,TX,MORTGAGE,7083.33,725-729,17.0,15497.0,1.0,1 year,725
54073,7425,7425.0,0.09759999999999999,36,debt_consolidation,7.32%,NV,MORTGAGE,2500.0,705-709,6.0,5045.0,1.0,4 years,705
97524,12000,12000.0,0.0603,36,debt_consolidation,18.75%,SC,MORTGAGE,13000.0,725-729,22.0,20197.0,0.0,5 years,725
43444,9000,9000.0,0.1527,36,debt_consolidation,24.06%,AZ,RENT,4500.0,670-674,10.0,8533.0,1.0,10+ years,670
80167,28000,28000.0,0.1629,36,credit_card,19.62%,NV,MORTGAGE,7083.33,710-714,12.0,38194.0,1.0,10+ years,710
47926,15575,15550.0,0.1367,36,major_purchase,18%,TX,MORTGAGE,6250.0,710-714,18.0,5591.0,2.0,< 1 year,710
85685,10500,10500.0,0.12119999999999999,36,debt_consolidation,11.18%,OR,RENT,6666.67,710-714,16.0,7738.0,1.0,7 years,710
102645,8500,6727.42,0.16829999999999998,36,debt_consolidation,14.68%,IL,RENT,5000.0,680-684,9.0,0.0,9.0,10+ years,680
95322,3600,3600.0,0.1972,36,moving,10.72%,TX,RENT,7000.0,665-669,7.0,6263.0,4.0,6 years,665
19133,12000,12000.0,0.0729,36,small_business,27.15%,NC,RENT,6250.0,740-744,7.0,59089.0,0.0,2 years,740
6466,24250,24144.61,0.1183,36,major_purchase,4.79%,CA,RENT,12000.0,755-759,10.0,2097.0,1.0,< 1 year,755
35596,20000,20000.0,0.12689999999999999,36,debt_consolidation,15.55%,MN,RENT,6166.67,710-714,6.0,22739.0,2.0,< 1 year,710
62011,14000,14000.0,0.12119999999999999,36,house,7.64%,TX,RENT,6883.33,695-699,7.0,9715.0,0.0,2 years,695
34411,10000,10000.0,0.0603,36,major_purchase,5.01%,MD,MORTGAGE,13750.0,775-779,12.0,4357.0,0.0,10+ years,775
39996,8000,8000.0,0.1242,36,debt_consolidation,9.73%,NY,RENT,3750.0,705-709,8.0,16212.0,2.0,6 years,705
19961,20000,15000.0,0.1751,60,credit_card,15.97%,NV,MORTGAGE,5373.33,695-699,18.0,25058.0,0.0,3 years,695
60353,3500,3500.0,0.12119999999999999,36,debt_consolidation,10.87%,TX,MORTGAGE,4333.33,675-679,9.0,9971.0,0.0,10+ years,675
34538,30000,29975.0,0.2089,60,debt_consolidation,15.86%,VA,MORTGAGE,17917.0,695-699,14.0,86385.0,0.0,2 years,695
91639,12000,12000.0,0.1777,36,debt_consolidation,22.32%,CA,RENT,4575.08,675-679,13.0,8048.0,2.0,< 1 year,675
41828,12250,12250.0,0.19030000000000002,60,debt_consolidation,23.18%,TX,MORTGAGE,6550.0,660-664,15.0,22493.0,0.0,3 years,660
10721,9000,9000.0,0.0788,60,other,8%,MN,MORTGAGE,4750.0,800-804,14.0,5348.0,0.0,10+ years,800
66064,31825,31825.0,0.1409,60,major_purchase,4.37%,CA,MORTGAGE,6666.67,750-754,4.0,10864.0,0.0,4 years,750
36798,24000,23975.0,0.19030000000000002,60,debt_consolidation,22.58%,NC,MORTGAGE,5416.67,680-684,12.0,13066.0,0.0,1 year,680
5906,12800,12787.71,0.0894,36,debt_consolidation,0.18%,AZ,MORTGAGE,2833.33,815-819,7.0,306.0,0.0,4 years,815
24044,20000,20000.0,0.1399,60,debt_consolidation,21.33%,MO,OWN,4167.0,745-749,8.0,11372.0,3.0,9 years,745
41244,15000,15000.0,0.12689999999999999,36,debt_consolidation,14.02%,NY,RENT,3916.67,705-709,11.0,16355.0,1.0,7 years,705
19585,15000,14950.0,0.1417,36,small_business,8.46%,OR,MORTGAGE,6666.67,690-694,8.0,1073.0,2.0,5 years,690
384,5000,3150.0,0.1393,36,car,22.57%,MN,MORTGAGE,6000.0,660-664,17.0,29877.0,2.0,10+ years,660
74981,14000,14000.0,0.1409,36,house,15.19%,MI,RENT,5416.67,690-694,6.0,4211.0,0.0,5 years,690
54428,21000,21000.0,0.1367,36,other,8.08%,CA,RENT,7916.67,705-709,6.0,6524.0,1.0,1 year,705
19348,5000,5000.0,0.0692,36,debt_consolidation,18.39%,MA,OWN,3333.33,725-729,8.0,5806.0,0.0,< 1 year,725
82882,5000,5000.0,0.12119999999999999,36,credit_card,20.26%,RI,MORTGAGE,6250.0,675-679,19.0,33500.0,0.0,10+ years,675
91562,8000,8000.0,0.1114,36,credit_card,5.98%,DE,MORTGAGE,4333.33,710-714,5.0,11822.0,2.0,10+ years,710
75837,10000,10000.0,0.22469999999999998,36,debt_consolidation,34.26%,MD,MORTGAGE,6200.0,675-679,36.0,28850.0,1.0,3 years,675
26195,7000,7000.0,0.0699,36,debt_consolidation,14.32%,CA,RENT,5166.67,775-779,6.0,0.0,1.0,10+ years,775
60761,11000,11000.0,0.0603,36,debt_consolidation,12.04%,NC,MORTGAGE,5836.67,790-794,12.0,420.0,0.0,< 1 year,790
78382,28000,28000.0,0.20489999999999997,60,small_business,4.36%,MI,RENT,8416.67,710-714,11.0,1327.0,0.0,5 years,710
9618,24000,21963.64,0.1099,36,home_improvement,19.27%,GA,MORTGAGE,12500.0,740-744,11.0,45989.0,0.0,10+ years,740
82216,15000,15000.0,0.08900000000000001,36,debt_consolidation,13.59%,CA,MORTGAGE,9583.33,735-739,10.0,13427.0,3.0,5 years,735
87554,24000,23950.0,0.2489,36,debt_consolidation,29.46%,NH,MORTGAGE,10737.5,660-664,26.0,34602.0,2.0,10+ years,660
33095,5000,5000.0,0.15960000000000002,36,moving,14.36%,NY,RENT,8166.67,660-664,7.0,7900.0,1.0,10+ years,660
26087,10000,10000.0,0.1059,36,debt_consolidation,9.68%,NY,OWN,8333.33,730-734,5.0,35968.0,1.0,10+ years,730
49619,16000,16000.0,0.1855,36,debt_consolidation,23.88%,MD,RENT,5653.67,660-664,12.0,16223.0,0.0,5 years,660
2164,10000,6301.07,0.1411,36,debt_consolidation,16.52%,CO,OTHER,4583.0,680-684,16.0,18707.0,1.0,3 years,680
94183,8000,8000.0,0.18489999999999998,36,debt_consolidation,23.37%,OH,OWN,5000.0,670-674,17.0,18248.0,1.0,10+ years,670
39492,10000,10000.0,0.11710000000000001,36,other,8.69%,NY,RENT,2750.0,695-699,6.0,6621.0,0.0,3 years,695
15510,5000,5000.0,0.0579,36,major_purchase,15.69%,NY,OWN,5416.67,760-764,11.0,4979.0,0.0,10+ years,760
45453,20000,19975.0,0.2278,60,credit_card,24.42%,NV,MORTGAGE,5666.67,665-669,15.0,18451.0,0.0,7 years,665
103374,3700,3600.0,0.0788,36,other,10.17%,CO,MORTGAGE,4985.0,720-724,6.0,11586.0,4.0,n/a,720
68176,15000,15000.0,0.1777,36,debt_consolidation,22.45%,HI,RENT,3500.0,670-674,11.0,9868.0,0.0,7 years,670
18049,9700,9700.0,0.1409,36,debt_consolidation,9.52%,CA,RENT,7333.33,665-669,9.0,14723.0,0.0,3 years,665
70427,8450,8450.0,0.18489999999999998,36,small_business,21.98%,CA,OWN,2083.33,660-664,14.0,7352.0,2.0,3 years,660
80246,25000,25000.0,0.20489999999999997,60,debt_consolidation,9.15%,NY,RENT,5833.33,690-694,7.0,14953.0,0.0,9 years,690
34730,25000,24950.0,0.1349,60,debt_consolidation,19.97%,CO,OWN,4166.67,745-749,4.0,17849.0,0.0,3 years,745
65776,15000,15000.0,0.1777,36,debt_consolidation,18.24%,GA,MORTGAGE,6000.0,670-674,16.0,14513.0,2.0,10+ years,670
73194,14575,14575.0,0.1905,36,debt_consolidation,24.23%,OR,RENT,3833.33,660-664,13.0,13753.0,0.0,10+ years,660
86479,14775,14775.0,0.21,60,debt_consolidation,27.59%,CT,MORTGAGE,4473.33,675-679,10.0,33869.0,3.0,10+ years,675
12976,2000,2000.0,0.1149,36,major_purchase,2.44%,CA,RENT,2500.0,700-704,4.0,67.0,0.0,2 years,700
62891,2575,2575.0,0.1016,36,debt_consolidation,27.54%,NY,RENT,4166.67,695-699,12.0,18499.0,0.0,2 years,695
63768,4200,4200.0,0.1433,60,car,14.16%,NJ,RENT,3850.0,700-704,4.0,5718.0,0.0,2 years,700
6711,8000,8000.0,0.2052,36,small_business,8.12%,CT,RENT,2500.0,675-679,5.0,7327.0,2.0,< 1 year,675
24353,9500,9500.0,0.1479,60,debt_consolidation,12.13%,OK,RENT,3000.0,710-714,4.0,14227.0,1.0,3 years,710
9115,16750,16445.93,0.09880000000000001,36,credit_card,10.25%,IL,MORTGAGE,3338.0,750-754,10.0,18696.0,1.0,5 years,750
83807,12300,12300.0,0.1311,36,debt_consolidation,8.01%,MD,OWN,3083.33,685-689,6.0,6162.0,0.0,9 years,685
89837,4000,4000.0,0.1727,36,debt_consolidation,16.29%,TX,MORTGAGE,3750.0,665-669,7.0,13284.0,1.0,4 years,665
11723,20000,20000.0,0.183,60,debt_consolidation,15.91%,NY,MORTGAGE,5833.0,690-694,5.0,16140.0,1.0,10+ years,690
22659,12000,12000.0,0.1268,60,credit_card,9.55%,VA,MORTGAGE,9750.0,705-709,9.0,17259.0,0.0,8 years,705
69872,4375,4375.0,0.1433,36,debt_consolidation,12%,MI,RENT,3333.33,675-679,10.0,2440.0,2.0,< 1 year,675
9163,3000,3000.0,0.1459,36,other,19.59%,NJ,RENT,4073.0,660-664,8.0,6941.0,2.0,5 years,660
59011,13000,13000.0,0.0662,36,car,5.95%,NJ,MORTGAGE,11666.67,750-754,16.0,11451.0,1.0,7 years,750
92954,16200,16200.0,0.08900000000000001,36,debt_consolidation,22.76%,NY,MORTGAGE,4666.67,725-729,8.0,15503.0,0.0,7 years,725
90560,11400,11375.0,0.08900000000000001,36,debt_consolidation,14.27%,CA,MORTGAGE,5641.67,740-744,9.0,11092.0,1.0,10+ years,740
79820,25875,25875.0,0.18489999999999998,60,debt_consolidation,13.83%,NM,MORTGAGE,6000.0,715-719,8.0,12316.0,2.0,10+ years,715
13767,15000,15000.0,0.19039999999999999,60,debt_consolidation,16.69%,CA,RENT,5250.0,680-684,7.0,8615.0,1.0,2 years,680
79164,20950,20950.0,0.22949999999999998,60,debt_consolidation,12.51%,MA,RENT,10416.67,665-669,14.0,12460.0,3.0,n/a,665
26867,14000,12800.0,0.1479,60,other,8.37%,MI,RENT,6166.67,710-714,5.0,2697.0,2.0,< 1 year,710
3508,2000,2000.0,0.16,36,medical,2.55%,OR,RENT,2000.0,665-669,8.0,0.0,0.0,< 1 year,665
52759,25000,25000.0,0.079,36,debt_consolidation,1.73%,OR,RENT,7500.0,765-769,4.0,4329.0,0.0,4 years,765
72356,28200,28150.0,0.1016,60,home_improvement,10.35%,CA,MORTGAGE,5900.0,780-784,13.0,20670.0,0.0,10+ years,780
42253,20000,19925.0,0.1864,60,small_business,15.41%,MO,MORTGAGE,6250.0,680-684,5.0,3105.0,1.0,10+ years,680
98954,24000,24000.0,0.1629,36,debt_consolidation,29.05%,VT,MORTGAGE,5577.26,690-694,10.0,13393.0,1.0,2 years,690
98510,21850,21850.0,0.1727,60,debt_consolidation,21.94%,MD,OWN,4166.67,710-714,14.0,20971.0,0.0,4 years,710
5821,20000,19850.0,0.1322,36,debt_consolidation,9.07%,GA,RENT,5458.33,705-709,7.0,15389.0,0.0,2 years,705
8692,16000,15875.0,0.13849999999999998,36,debt_consolidation,12.50%,IL,RENT,6750.0,685-689,12.0,6799.0,2.0,7 years,685
94839,10000,10000.0,0.1114,36,credit_card,19.61%,PA,RENT,3916.67,720-724,9.0,6395.0,1.0,2 years,720
68406,20000,20000.0,0.1409,36,credit_card,9.16%,NJ,MORTGAGE,19583.33,710-714,12.0,31277.0,1.0,7 years,710
86117,1000,1000.0,0.079,36,home_improvement,17.07%,FL,MORTGAGE,3333.33,720-724,8.0,3186.0,1.0,3 years,720
14044,3500,3500.0,0.1149,36,home_improvement,14.43%,MI,MORTGAGE,9166.67,690-694,12.0,34944.0,2.0,10+ years,690
43056,15000,15000.0,0.079,36,credit_card,22.24%,CA,RENT,2666.67,735-739,15.0,11105.0,0.0,< 1 year,735
45519,19000,19000.0,0.1367,36,debt_consolidation,15.12%,PA,RENT,3544.67,685-689,21.0,9503.0,0.0,< 1 year,685
45424,12000,11950.0,0.0603,36,home_improvement,9.61%,NV,OWN,3100.0,755-759,7.0,11076.0,0.0,n/a,755
92038,22750,22750.0,0.22469999999999998,60,home_improvement,29.03%,CO,OWN,4333.33,670-674,15.0,11567.0,1.0,1 year,670
21716,9800,9747.5,0.0729,36,credit_card,8.96%,OR,RENT,2333.33,730-734,8.0,11459.0,0.0,5 years,730
19492,3500,3500.0,0.0729,36,other,15.54%,CA,MORTGAGE,6333.0,715-719,12.0,41602.0,0.0,10+ years,715
22132,20000,17724.9,0.1074,60,moving,3.07%,NC,MORTGAGE,6125.0,755-759,5.0,17797.0,0.0,2 years,755
84265,20000,20000.0,0.22949999999999998,60,debt_consolidation,7.10%,NJ,RENT,6750.0,665-669,6.0,16104.0,1.0,7 years,665
80231,19000,19000.0,0.079,36,debt_consolidation,9.76%,RI,MORTGAGE,5166.67,770-774,18.0,43617.0,2.0,10+ years,770
49533,17300,17250.0,0.2245,60,wedding,3.58%,PA,MORTGAGE,5500.0,685-689,11.0,2306.0,3.0,4 years,685
102514,7000,711.54,0.15130000000000002,36,major_purchase,18.91%,CO,MORTGAGE,3833.0,650-654,13.0,12634.0,0.0,2 years,650
78618,7200,7200.0,0.1875,36,debt_consolidation,16.21%,MI,RENT,8333.33,660-664,8.0,28916.0,0.0,10+ years,660
86953,10000,10000.0,0.1409,36,major_purchase,9.71%,CO,RENT,4583.33,675-679,6.0,3859.0,0.0,< 1 year,675
80129,4000,3925.0,0.1409,36,credit_card,12.27%,FL,MORTGAGE,8583.33,675-679,9.0,36943.0,1.0,10+ years,675
85216,17500,17500.0,0.08900000000000001,36,debt_consolidation,10.94%,UT,MORTGAGE,25000.0,730-734,9.0,34545.0,0.0,6 years,730
38247,20000,20000.0,0.11710000000000001,36,credit_card,9.58%,SD,MORTGAGE,5416.67,725-729,12.0,18267.0,1.0,4 years,725
91245,16200,16200.0,0.158,60,debt_consolidation,7.92%,PA,MORTGAGE,4833.33,680-684,12.0,12313.0,2.0,10+ years,680
53041,10000,10000.0,0.0603,36,small_business,13.03%,FL,RENT,5000.0,760-764,8.0,3952.0,0.0,2 years,760
63051,27000,27000.0,0.0662,36,debt_consolidation,12.21%,OH,MORTGAGE,9250.0,810-814,12.0,4211.0,0.0,5 years,810
14446,4500,4475.0,0.0751,36,small_business,20.27%,VA,MORTGAGE,7075.5,720-724,15.0,68618.0,2.0,10+ years,720
68628,15875,15875.0,0.1433,36,small_business,17.44%,MD,MORTGAGE,3416.67,675-679,11.0,15891.0,0.0,2 years,675
98758,15000,15000.0,0.1016,36,credit_card,28.28%,OH,MORTGAGE,6666.67,690-694,15.0,14880.0,0.0,10+ years,690
13070,25000,24950.0,0.1075,36,debt_consolidation,20.48%,OR,MORTGAGE,7083.33,765-769,10.0,25429.0,0.0,6 years,765
45836,7000,7000.0,0.1727,36,other,18.38%,NY,OWN,2464.37,665-669,9.0,7089.0,0.0,3 years,665
52330,15000,15000.0,0.1999,36,wedding,18.05%,CA,RENT,8000.0,660-664,6.0,45976.0,1.0,2 years,660
48243,17000,17000.0,0.15810000000000002,36,debt_consolidation,17.01%,CO,RENT,3833.33,685-689,6.0,15484.0,1.0,6 years,685
63256,19075,19075.0,0.1875,36,debt_consolidation,15.23%,NY,RENT,5166.67,670-674,17.0,13749.0,3.0,10+ years,670
42124,10000,10000.0,0.11710000000000001,36,debt_consolidation,8.40%,CA,RENT,4500.0,710-714,8.0,8404.0,1.0,3 years,710
78043,8475,8475.0,0.0762,36,debt_consolidation,15.88%,CA,RENT,3983.33,720-724,9.0,6882.0,0.0,n/a,720
925,6400,6350.0,0.1008,36,debt_consolidation,8.11%,NJ,MORTGAGE,5166.67,710-714,5.0,5815.0,2.0,10+ years,710
74047,30000,30000.0,0.2328,60,other,12.10%,IL,MORTGAGE,7083.33,675-679,16.0,17969.0,1.0,10+ years,675
